Date,Open,High,Low,Close,Adj Close,Volume
2021-02-22,147.74749755859375,151.33250427246094,143.25,143.5574951171875,143.2590789794922,32588400
2021-02-23,140.75250244140625,142.3874969482422,133.89500427246094,141.4199981689453,141.12599182128906,39178000
2021-02-24,141.2274932861328,145.0675048828125,137.55999755859375,144.99000549316406,144.68856811523438,44832000
2021-02-25,140.4550018310547,143.74749755859375,132.16250610351562,133.0749969482422,132.79837036132812,82443600
2021-02-26,137.52499389648438,138.5449981689453,133.61000061035156,137.14500427246094,136.85992431640625,50093200
2021-03-01,138.75,139.25,135.53250122070312,138.41749572753906,138.12977600097656,35318400
2021-03-02,139.0,139.2050018310547,133.9600067138672,134.0625,133.78379821777344,26411600
2021-03-03,134.2624969482422,134.51499938964844,127.98750305175781,128.04750061035156,127.78131866455078,37759200
2021-03-04,128.00750732421875,129.75,120.8375015258789,123.70249938964844,123.44535827636719,57334400
2021-03-05,125.5,125.5,116.7925033569336,124.61499786376953,124.35594177246094,54284000
2021-03-08,124.5,124.7125015258789,115.66500091552734,115.93250274658203,115.69149780273438,54311200
2021-03-09,121.30249786376953,126.1675033569336,120.59249877929688,125.20249938964844,124.98534393310547,52182400
2021-03-10,128.40499877929688,129.8000030517578,124.57499694824219,124.68250274658203,124.46627044677734,38437600
2021-03-11,129.5,130.46249389648438,127.34500122070312,129.93499755859375,129.70965576171875,29991600
2021-03-12,126.48249816894531,128.8874969482422,125.9000015258789,128.55999755859375,128.3370361328125,24396400
2021-03-15,128.6475067138672,132.0675048828125,127.67250061035156,131.91250610351562,131.68374633789062,22198800
2021-03-16,133.56500244140625,135.125,131.16749572753906,132.91250610351562,132.68199157714844,27212800
2021-03-17,130.3975067138672,134.53250122070312,129.89500427246094,133.41250610351562,133.18112182617188,24386400
2021-03-18,131.36500549316406,131.83999633789062,127.16999816894531,127.2249984741211,127.00434112548828,29389600
2021-03-19,127.5,129.21499633789062,126.125,128.45750427246094,128.23471069335938,29920800
2021-03-22,129.12750244140625,133.94500732421875,129.0675048828125,131.8625030517578,131.63381958007812,29780400
2021-03-23,132.54249572753906,133.44500732421875,130.21249389648438,130.70750427246094,130.4807891845703,22204800
2021-03-24,131.5124969482422,131.59249877929688,126.36750030517578,126.43000030517578,126.21073150634766,24584000
2021-03-25,124.99500274658203,127.14749908447266,122.72000122070312,125.35250091552734,125.13509368896484,29514400
2021-03-26,125.54499816894531,128.5625,123.73500061035156,128.3925018310547,128.16981506347656,36396800
2021-03-29,128.20249938964844,130.625,127.0,129.4824981689453,129.25791931152344,27352000
2021-03-30,128.4199981689453,129.75250244140625,127.05000305175781,128.71749877929688,128.49424743652344,20020400
2021-03-31,130.15499877929688,134.7050018310547,129.8249969482422,133.4824981689453,133.2509765625,31477600
2021-04-01,135.72250366210938,138.6999969482422,135.1125030517578,138.11749267578125,137.87796020507812,30827600
2021-04-05,138.6750030517578,140.13999938964844,137.3300018310547,139.875,139.6324005126953,25567200
2021-04-06,139.99749755859375,140.54249572753906,137.73500061035156,138.61500549316406,138.37460327148438,19174400
2021-04-07,138.8074951171875,142.43499755859375,137.11500549316406,141.43499755859375,141.189697265625,25128400
2021-04-08,142.52749633789062,144.71499633789062,142.49000549316406,143.1699981689453,142.9216766357422,24441600
2021-04-09,142.13999938964844,144.0800018310547,141.75,144.0,143.75022888183594,19517200
2021-04-12,142.8975067138672,153.52499389648438,141.3925018310547,152.08999633789062,151.82623291015625,86932400
2021-04-13,152.31500244140625,157.0,151.25750732421875,156.7949981689453,156.52304077148438,67621200
2021-04-14,156.25,157.2050018310547,152.27499389648438,152.77000427246094,152.5050506591797,38550000
2021-04-15,156.625,162.1425018310547,156.31500244140625,161.37249755859375,161.09262084960938,59848000
2021-04-16,160.52999877929688,161.65750122070312,158.65249633789062,159.125,158.84901428222656,33520800
2021-04-19,155.36500549316406,158.0749969482422,152.3300018310547,153.61749267578125,153.35104370117188,40442000
2021-04-20,153.2324981689453,154.97000122070312,149.6300048828125,151.71249389648438,151.44935607910156,33413200
2021-04-21,151.1875,153.625,151.0225067138672,153.60499572753906,153.338623046875,21677600
2021-04-22,153.75,154.38499450683594,147.8350067138672,148.50250244140625,148.24493408203125,27778800
2021-04-23,149.34249877929688,153.35000610351562,149.00250244140625,152.65249633789062,152.38775634765625,22750000
2021-04-26,151.85000610351562,154.7899932861328,151.25,154.77999877929688,154.5115509033203,19779600
2021-04-27,155.78500366210938,156.7050018310547,153.5449981689453,153.8175048828125,153.55072021484375,16457200
2021-04-28,153.64500427246094,155.32249450683594,152.15499877929688,152.7675018310547,152.50254821777344,20941600
2021-04-29,154.0,154.36500549316406,150.71499633789062,153.24749755859375,152.9817352294922,17319600
2021-04-30,151.7449951171875,153.64999389648438,149.97000122070312,150.09500122070312,149.83468627929688,20191200
2021-05-03,151.25,152.46749877929688,147.875,148.36749267578125,148.1101531982422,20391200
2021-05-04,146.37249755859375,146.375,140.1024932861328,143.5124969482422,143.2635955810547,40532400
2021-05-05,147.08999633789062,148.13499450683594,143.875,144.5850067138672,144.33424377441406,29202400
2021-05-06,144.95249938964844,145.71249389648438,142.17999267578125,145.22999572753906,144.9781036376953,19338000
2021-05-07,148.08250427246094,149.70750427246094,146.71749877929688,148.12249755859375,147.8656005859375,22932800
2021-05-10,147.87249755859375,148.05999755859375,142.5,142.65750122070312,142.4100799560547,26890400
2021-05-11,138.25,143.54750061035156,137.5,143.0625,142.81436157226562,28558400
2021-05-12,140.09500122070312,142.6024932861328,137.09249877929688,137.5850067138672,137.34637451171875,30340800
2021-05-13,140.33749389648438,140.8074951171875,134.58999633789062,136.65249633789062,136.41546630859375,28540400
2021-05-14,138.89999389648438,143.27999877929688,137.48500061035156,142.42999267578125,142.1829833984375,25861600
2021-05-17,141.57000732421875,141.6925048828125,138.53500366210938,141.65499877929688,141.4093475341797,21698000
2021-05-18,142.6699981689453,144.04249572753906,140.0399932861328,140.15750122070312,139.91444396972656,18625600
2021-05-19,135.6649932861328,140.7949981689453,135.4324951171875,140.65750122070312,140.41354370117188,34400000
2021-05-20,143.02499389648438,146.83749389648438,142.7050018310547,146.125,145.87156677246094,32159200
2021-05-21,151.6374969482422,152.22000122070312,148.69500732421875,149.91749572753906,149.65750122070312,67299200
2021-05-24,152.125,157.4499969482422,151.75999450683594,156.1199951171875,155.84922790527344,55481600
2021-05-25,157.66000366210938,158.18499755859375,154.8249969482422,156.4774932861328,156.2061004638672,43540800
2021-05-26,157.34249877929688,157.9375,155.8625030517578,157.0,156.72772216796875,37044000
2021-05-27,156.99749755859375,157.5,154.60000610351562,154.8800048828125,154.6114044189453,58147600
2021-05-28,155.00999450683594,162.77499389648438,155.00999450683594,162.44500732421875,162.1632537841797,64453600
2021-06-01,162.6999969482422,163.88250732421875,159.03250122070312,162.64500427246094,162.3629150390625,47280400
2021-06-02,162.5225067138672,169.1875,162.35499572753906,167.78250122070312,167.49148559570312,59416800
2021-06-03,167.00750732421875,172.58999633789062,165.8300018310547,169.69749450683594,169.4031524658203,58000800
2021-06-04,171.125,176.61000061035156,170.9550018310547,175.78250122070312,175.47763061523438,61712000
2021-06-07,175.71249389648438,178.125,171.92750549316406,176.19000244140625,175.88441467285156,57575600
2021-06-08,175.2725067138672,176.21499633789062,172.50999450683594,174.57000732421875,174.26724243164062,32384800
2021-06-09,175.15750122070312,175.75,172.5574951171875,173.58250427246094,173.32115173339844,38165600
2021-06-10,173.5,174.9199981689453,171.75999450683594,174.25,173.98764038085938,28777200
2021-06-11,174.7949981689453,179.3925018310547,174.4375,178.25250244140625,177.98411560058594,41630800
2021-06-14,179.05999755859375,180.39500427246094,176.62750244140625,180.1875,179.9162139892578,32137600
2021-06-15,179.14999389648438,180.16250610351562,177.27999877929688,177.88499450683594,177.61717224121094,24303200
2021-06-16,177.90750122070312,179.54750061035156,175.84500122070312,178.1024932861328,177.83433532714844,30712400
2021-06-17,177.7449951171875,188.35000610351562,177.5625,186.57249450683594,186.29159545898438,80965600
2021-06-18,187.83999633789062,193.75,185.83999633789062,186.3874969482422,186.1068878173828,96885600
2021-06-21,184.3524932861328,185.36500549316406,178.2274932861328,184.2725067138672,183.99505615234375,67238400
2021-06-22,184.71499633789062,189.6374969482422,183.86000061035156,188.86749267578125,188.5831298828125,58014400
2021-06-23,190.07749938964844,191.52749633789062,189.07749938964844,190.57249450683594,190.2855682373047,33235600
2021-06-24,192.27749633789062,194.1999969482422,190.88250732421875,192.05499267578125,191.7658233642578,32092400
2021-06-25,192.80499267578125,193.4550018310547,188.94500732421875,190.30999755859375,190.02345275878906,27836400
2021-06-28,193.6125030517578,200.78750610351562,193.19000244140625,199.85000610351562,199.5491180419922,49543600
2021-06-29,198.8249969482422,200.9875030517578,196.57000732421875,200.2675018310547,199.9659881591797,36763200
2021-06-30,199.99249267578125,201.625,198.6374969482422,200.02499389648438,199.72386169433594,32656800
2021-07-01,201.25,204.55999755859375,200.19000244140625,202.1199951171875,201.81570434570312,48013600
2021-07-02,204.40249633789062,205.05250549316406,202.87750244140625,204.8699951171875,204.5615692138672,34276400
2021-07-06,207.375,208.4199981689453,203.50250244140625,206.98500061035156,206.67337036132812,44670800
2021-07-07,208.53500366210938,208.75,203.32000732421875,203.71749877929688,203.41078186035156,41842800
2021-07-08,198.56500244140625,201.3300018310547,197.00750732421875,199.02749633789062,198.7278594970703,50330000
2021-07-09,199.625,200.80250549316406,197.54249572753906,200.50250244140625,200.20065307617188,29662400
2021-07-12,202.39999389648438,205.32749938964844,201.87750244140625,205.125,204.816162109375,32198400
2021-07-13,204.0050048828125,204.6125030517578,201.13999938964844,202.5,202.19512939453125,29070800
2021-07-14,203.57749938964844,204.17750549316406,197.52749633789062,198.4149932861328,198.11627197265625,38010000
2021-07-15,198.11749267578125,198.47000122070312,188.5850067138672,189.66250610351562,189.376953125,55056400
2021-07-16,190.30499267578125,191.57000732421875,180.72999572753906,181.61000061035156,181.33657836914062,68822400
2021-07-19,179.15249633789062,190.4199981689453,178.65499877929688,187.79750061035156,187.51475524902344,74906000
2021-07-20,187.3000030517578,188.3800048828125,181.63999938964844,186.1199951171875,185.83978271484375,43468700
2021-07-21,188.82000732421875,195.27000427246094,187.4199981689453,194.10000610351562,193.8077850341797,37101700
2021-07-22,196.4199981689453,198.8699951171875,192.75999450683594,195.94000244140625,195.6449737548828,32382600
2021-07-23,196.55999755859375,197.0,192.5,195.5800018310547,195.28550720214844,19567200
2021-07-26,193.11000061035156,194.4199981689453,189.13999938964844,192.94000244140625,192.64952087402344,20394300
2021-07-27,192.64999389648438,196.22000122070312,187.41000366210938,192.0800018310547,191.79080200195312,24886300
2021-07-28,193.19000244140625,196.4600067138672,189.9499969482422,195.02999877929688,194.7363739013672,20219100
2021-07-29,195.19000244140625,198.52999877929688,193.27999877929688,196.6199951171875,196.323974609375,19078100
2021-07-30,194.17999267578125,196.3000030517578,192.6300048828125,194.99000549316406,194.69644165039062,18349700
2021-08-02,197.0,199.61000061035156,193.61000061035156,197.5,197.20265197753906,21744400
2021-08-03,197.39999389648438,202.22000122070312,192.1999969482422,198.14999389648438,197.85166931152344,30181100
2021-08-04,199.89999389648438,203.17999267578125,198.27999877929688,202.74000549316406,202.43475341796875,23130900
2021-08-05,205.0,207.3300018310547,203.4199981689453,206.3699951171875,206.0592803955078,21143500
2021-08-06,205.24000549316406,205.6999969482422,202.10000610351562,203.66000366210938,203.35336303710938,17849700
2021-08-09,204.4600067138672,205.0800018310547,201.42999267578125,202.9499969482422,202.64442443847656,14644300
2021-08-10,203.22000122070312,204.3000030517578,198.35000610351562,199.36000061035156,199.05984497070312,17923800
2021-08-11,200.42999267578125,200.49000549316406,194.3000030517578,196.99000549316406,196.69342041015625,18592500
2021-08-12,198.6999969482422,200.2899932861328,196.1999969482422,199.0500030517578,198.7502899169922,15165200
2021-08-13,199.0500030517578,202.13999938964844,198.50999450683594,201.8800048828125,201.57606506347656,18306300
2021-08-16,201.35000610351562,202.8699951171875,194.52999877929688,199.5,199.1996307373047,21087600
2021-08-17,196.85000610351562,197.6999969482422,192.6699981689453,194.5800018310547,194.28704833984375,20458500
2021-08-18,195.0,196.33999633789062,190.0,190.39999389648438,190.1133270263672,28591300
2021-08-19,194.94000244140625,204.9499969482422,187.6199951171875,197.97999572753906,197.6819305419922,76655500
2021-08-20,199.91000366210938,208.64999389648438,199.3300018310547,208.16000366210938,207.84658813476562,67574100
2021-08-23,209.7100067138672,219.97000122070312,209.5,219.5800018310547,219.24937438964844,57580700
2021-08-24,217.52999877929688,219.58999633789062,215.35000610351562,217.92999267578125,217.60186767578125,29729900
2021-08-25,217.3699951171875,224.6999969482422,217.22000122070312,222.1300048828125,221.7955780029297,34770100
2021-08-26,222.0,223.39999389648438,217.89999389648438,220.67999267578125,220.34774780273438,23794000
2021-08-27,221.83999633789062,227.22000122070312,221.6699981689453,226.36000061035156,226.01919555664062,30472200
2021-08-30,228.3000030517578,230.42999267578125,225.50999450683594,226.8800048828125,226.5384063720703,26258000
2021-08-31,226.9499969482422,226.9499969482422,221.1999969482422,223.85000610351562,223.55238342285156,25985000
2021-09-01,224.85000610351562,226.97000122070312,223.57000732421875,224.41000366210938,224.1116485595703,20176700
2021-09-02,225.17999267578125,225.92999267578125,222.9499969482422,223.9600067138672,223.66224670410156,18783400
2021-09-03,223.25,229.86000061035156,222.0,228.42999267578125,228.12628173828125,28053200
2021-09-07,228.3300018310547,228.99000549316406,225.22000122070312,226.6199951171875,226.3186798095703,19810700
2021-09-08,225.1300048828125,226.10000610351562,219.77000427246094,223.38999938964844,223.09298706054688,25443400
2021-09-09,223.1199951171875,225.3800048828125,221.30999755859375,221.77000427246094,221.4751739501953,19685600
2021-09-10,223.47999572753906,226.25999450683594,222.6999969482422,224.77999877929688,224.4811553955078,24837600
2021-09-13,226.83999633789062,229.63999938964844,218.5800018310547,221.52000427246094,221.22547912597656,29750000
2021-09-14,222.75,224.10000610351562,220.86000061035156,222.4199981689453,222.12429809570312,19975500
2021-09-15,223.08999633789062,223.6699981689453,219.66000366210938,223.41000366210938,223.11297607421875,16653800
2021-09-16,221.8300018310547,222.77000427246094,219.27000427246094,222.4199981689453,222.12429809570312,15603300
2021-09-17,223.0,223.2100067138672,218.3000030517578,219.0,218.70883178710938,29450300
2021-09-20,211.4600067138672,214.3300018310547,206.6199951171875,211.1300048828125,210.84930419921875,34944000
2021-09-21,214.1699981689453,214.25,209.5,212.4600067138672,212.17755126953125,20468800
2021-09-22,213.66000366210938,219.60000610351562,211.9600067138672,219.41000366210938,219.1182861328125,26872600
2021-09-23,221.39999389648438,225.35000610351562,218.89999389648438,224.82000732421875,224.5211181640625,24855500
2021-09-24,220.6999969482422,221.49000549316406,218.61000061035156,220.80999755859375,220.5164337158203,21765500
2021-09-27,217.10000610351562,217.99000549316406,213.25,216.60000610351562,216.31201171875,24521500
2021-09-28,212.13999938964844,214.19000244140625,206.50999450683594,206.99000549316406,206.71478271484375,34306900
2021-09-29,209.39999389648438,210.1699981689453,204.6699981689453,205.1699981689453,204.89723205566406,21839400
2021-09-30,207.67999267578125,210.66000366210938,206.8800048828125,207.16000366210938,206.8845977783203,22100900
2021-10-01,207.5,208.58999633789062,202.02999877929688,207.4199981689453,207.1442413330078,24097800
2021-10-04,205.0399932861328,205.4199981689453,195.5500030517578,197.32000732421875,197.05764770507812,34563500
2021-10-05,199.5,206.47999572753906,198.5399932861328,204.50999450683594,204.2380828857422,27928200
2021-10-06,201.1999969482422,207.1999969482422,200.8000030517578,207.0,206.7247772216797,29720200
2021-10-07,210.9199981689453,213.22000122070312,209.72000122070312,210.75,210.46981811523438,25691900
2021-10-08,211.00999450683594,212.05999755859375,207.75,208.30999755859375,208.03306579589844,15125800
2021-10-11,205.75,210.6300048828125,205.11000061035156,206.9499969482422,206.67486572265625,16338800
2021-10-12,208.27999877929688,210.57000732421875,205.27999877929688,206.7100067138672,206.43519592285156,16213400
2021-10-13,209.17999267578125,209.89999389648438,207.1300048828125,209.38999938964844,209.1116180419922,18065200
2021-10-14,212.8800048828125,217.5500030517578,211.22000122070312,217.4600067138672,217.1708984375,24358900
2021-10-15,218.10000610351562,219.30999755859375,216.6199951171875,218.6199951171875,218.329345703125,22699400
2021-10-18,217.49000549316406,222.91000366210938,216.44000244140625,222.22000122070312,221.92454528808594,18949400
2021-10-19,222.75999450683594,223.7899932861328,220.3699951171875,222.89999389648438,222.60365295410156,16147300
2021-10-20,223.0500030517578,224.3300018310547,219.82000732421875,221.02999877929688,220.7361297607422,14627600
2021-10-21,220.97000122070312,227.11000061035156,220.8300018310547,226.9199981689453,226.61830139160156,18759000
2021-10-22,228.22999572753906,231.3000030517578,225.61000061035156,227.25999450683594,226.95785522460938,24938400
2021-10-25,229.72999572753906,233.5500030517578,227.6999969482422,231.66000366210938,231.3520050048828,23023500
2021-10-26,239.88999938964844,252.58999633789062,239.24000549316406,247.1699981689453,246.84136962890625,48589800
2021-10-27,244.74000549316406,250.89999389648438,242.82000732421875,244.50999450683594,244.18492126464844,24599000
2021-10-28,248.77999877929688,249.5,245.22999572753906,249.41000366210938,249.07839965820312,23420400
2021-10-29,250.00999450683594,257.0899963378906,250.0,255.6699981689453,255.33009338378906,29250300
2021-11-01,256.489990234375,258.94000244140625,252.27000427246094,258.2699890136719,257.9266052246094,26574000
2021-11-02,258.2200012207031,266.7799987792969,258.0,264.010009765625,263.6590270996094,29411200
2021-11-03,266.70001220703125,267.8399963378906,262.3500061035156,265.9800109863281,265.62640380859375,23991000
2021-11-04,272.2900085449219,313.6499938964844,271.17999267578125,298.010009765625,297.6138000488281,115363100
2021-11-05,301.8699951171875,314.0,294.1000061035156,297.5199890136719,297.1244201660156,85126000
2021-11-08,301.489990234375,311.0,299.07000732421875,308.0400085449219,307.6304626464844,50310100
2021-11-09,322.82000732421875,323.1000061035156,299.6400146484375,306.57000732421875,306.1624450683594,64674600
2021-11-10,293.55999755859375,308.5,287.7799987792969,294.5899963378906,294.1983337402344,63620600
2021-11-11,304.67999267578125,305.8999938964844,297.7699890136719,303.8999938964844,303.4960021972656,33217200
2021-11-12,300.1000061035156,306.79998779296875,296.29998779296875,303.8999938964844,303.4960021972656,41305400
2021-11-15,305.5199890136719,306.44000244140625,292.4700012207031,300.25,299.8507995605469,38490900
2021-11-16,297.5899963378906,303.8999938964844,297.05999755859375,302.0299987792969,301.6284484863281,26448400
2021-11-17,304.17999267578125,305.0899963378906,288.0,292.6099853515625,292.2209777832031,42850800
2021-11-18,323.6700134277344,327.6000061035156,313.2099914550781,316.75,316.328857421875,78171100
2021-11-19,322.42999267578125,330.8800048828125,319.04998779296875,329.8500061035156,329.4114990234375,53386700
2021-11-22,335.1700134277344,346.4700012207031,319.0,319.55999755859375,319.1351318359375,75433500
2021-11-23,315.3500061035156,323.6000061035156,308.79998779296875,317.4599914550781,317.0379638671875,53216300
2021-11-24,314.6099853515625,328.54998779296875,309.2799987792969,326.739990234375,326.3055725097656,43516200
2021-11-26,326.0,327.1000061035156,313.5,315.0299987792969,314.61114501953125,28306900
2021-11-29,323.6600036621094,334.1199951171875,320.3599853515625,333.760009765625,333.3162841796875,45496400
2021-11-30,331.69000244140625,333.5299987792969,318.6400146484375,326.760009765625,326.3255615234375,62206600
2021-12-01,332.19000244140625,332.8900146484375,313.79998779296875,314.3500061035156,313.9704895019531,48436800
2021-12-02,312.1400146484375,324.7799987792969,310.25,321.260009765625,320.8721923828125,47289000
2021-12-03,320.0,321.2900085449219,301.29998779296875,306.92999267578125,306.5594482421875,54432500
2021-12-06,298.79998779296875,302.4100036621094,280.3800048828125,300.3699951171875,300.0074157714844,65893800
2021-12-07,309.57000732421875,324.489990234375,306.510009765625,324.2699890136719,323.8785095214844,59305300
2021-12-08,319.989990234375,322.8999938964844,314.2099914550781,318.260009765625,317.87579345703125,47555100
2021-12-09,317.3399963378906,322.04998779296875,304.2799987792969,304.8999938964844,304.5318908691406,48850700
2021-12-10,311.5,313.04998779296875,298.6099853515625,301.9800109863281,301.6154479980469,48882500
2021-12-13,302.489990234375,302.94000244140625,281.1600036621094,281.6099853515625,281.27001953125,59834400
2021-12-14,276.989990234375,286.7799987792969,272.5,283.3699951171875,283.0278625488281,66703500
2021-12-15,284.0,305.0,278.3800048828125,304.5899963378906,304.2222900390625,69829700
2021-12-16,311.5199890136719,311.6000061035156,280.92999267578125,283.8699951171875,283.52728271484375,70736600
2021-12-17,279.8500061035156,289.2200012207031,277.6000061035156,278.010009765625,277.67437744140625,71375800
2021-12-20,273.04998779296875,281.44000244140625,271.45001220703125,277.19000244140625,276.8553771972656,46184700
2021-12-21,283.739990234375,291.20001220703125,274.010009765625,290.75,290.39898681640625,52438500
2021-12-22,288.9100036621094,295.54998779296875,284.489990234375,294.0,293.64508056640625,39518400
2021-12-23,297.54998779296875,300.5899963378906,294.30999755859375,296.3999938964844,296.04217529296875,34302200
2021-12-27,296.6000061035156,310.8699951171875,296.3999938964844,309.45001220703125,309.0764465332031,40368600
2021-12-28,313.1199951171875,313.29998779296875,300.1199951171875,303.2200012207031,302.85394287109375,42059100
2021-12-29,302.7300109863281,305.4800109863281,293.6600036621094,300.010009765625,299.6478271484375,34313900
2021-12-30,298.2699890136719,304.57000732421875,295.3999938964844,295.8599853515625,295.5028076171875,30886400
2021-12-31,296.739990234375,300.29998779296875,293.30999755859375,294.1099853515625,293.7549133300781,26653000
2022-01-03,298.1499938964844,307.1099853515625,297.8500061035156,301.2099914550781,300.84637451171875,39154700
2022-01-04,302.7699890136719,304.67999267578125,283.489990234375,292.8999938964844,292.54638671875,52715400
2022-01-05,289.489990234375,294.1600036621094,275.3299865722656,276.0400085449219,275.7067565917969,49806400
2022-01-06,276.3999938964844,284.3800048828125,270.6499938964844,281.7799987792969,281.4398193359375,45418600
2022-01-07,281.4100036621094,284.2200012207031,270.57000732421875,272.4700012207031,272.14105224609375,40993900
2022-01-10,265.80999755859375,274.69000244140625,256.44000244140625,274.0,273.669189453125,59468100
2022-01-11,273.2300109863281,280.6499938964844,268.3900146484375,278.1700134277344,277.83416748046875,40408900
2022-01-12,280.6700134277344,285.95001220703125,276.0799865722656,279.989990234375,279.6519775390625,38341300
2022-01-13,283.7900085449219,284.79998779296875,264.9800109863281,265.75,265.42913818359375,54017100
2022-01-14,263.0,271.9700012207031,262.1000061035156,269.4200134277344,269.09478759765625,39583200
2022-01-18,262.6000061035156,266.3800048828125,257.70001220703125,259.0299987792969,258.7173156738281,42427000
2022-01-19,260.7900085449219,265.42999267578125,250.52000427246094,250.6699981689453,250.3673553466797,48831500
2022-01-20,253.0399932861328,255.7899932861328,240.77999877929688,241.5,241.2084503173828,43518100
2022-01-21,235.07000732421875,248.22999572753906,232.6300048828125,233.74000549316406,233.4578399658203,71895800
2022-01-24,223.3000030517578,233.8000030517578,208.8800048828125,233.72000122070312,233.43783569335938,91398200
2022-01-25,225.4600067138672,229.42999267578125,220.0,223.24000549316406,222.9705047607422,66461600
2022-01-26,232.39999389648438,240.57000732421875,223.0,227.72000122070312,227.44509887695312,75595900
2022-01-27,235.67999267578125,239.9499969482422,216.75,219.44000244140625,219.1750946044922,57335300
2022-01-28,220.1199951171875,228.5800018310547,212.9600067138672,228.39999389648438,228.12425231933594,54377400
2022-01-31,231.82000732421875,245.08999633789062,230.52000427246094,244.86000061035156,244.5644073486328,56468000
2022-02-01,251.0399932861328,251.4499969482422,238.89999389648438,246.3800048828125,246.08258056640625,51892500
2022-02-02,257.94000244140625,258.1700134277344,245.52999877929688,252.4199981689453,252.1152801513672,54341900
2022-02-03,244.5800018310547,250.77000427246094,237.8000030517578,239.47999572753906,239.19088745117188,41017800
2022-02-04,239.72000122070312,246.35000610351562,236.32000732421875,243.19000244140625,242.8964385986328,35482900
2022-02-07,243.72000122070312,251.82000732421875,242.02000427246094,247.27999877929688,246.98146057128906,37686800
2022-02-08,243.58999633789062,252.3000030517578,239.8000030517578,251.0800018310547,250.77691650390625,41035900
2022-02-09,256.2200012207031,267.25,253.52999877929688,267.04998779296875,266.72760009765625,52428200
2022-02-10,259.95001220703125,269.25,256.0,258.239990234375,257.92822265625,51320000
2022-02-11,259.1600036621094,261.5199890136719,237.72999572753906,239.49000549316406,239.20089721679688,60547200
2022-02-14,239.33999633789062,248.75,237.5500030517578,242.6699981689453,242.3770294189453,44042400
2022-02-15,249.49000549316406,265.45001220703125,247.83999633789062,264.95001220703125,264.63018798828125,69986900
2022-02-16,262.5899963378906,265.82000732421875,255.52000427246094,265.1099853515625,264.7899475097656,73267600
